,상호,브랜드,"가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","인테리어면적당(3.3㎡)
비용","기준면적
(㎡)인테리어",총 비용,가맹점수,신규개점,계약종료,계약해지,명의변경,가맹점 평균 매출액 ,가맹점 면적(3.3㎡)당 평균매출액
2024,킹스빈,킹스빈,"5,500","3,300","3,000","52,800","64,600
(1.00)","2,200",33,"22,000",5,2,0,2,0,162390,11072
2024,별난커피본점,별난커피,"11,000","3,300","3,000","57,750","75,050
(1.00)","1,650",50,"24,750",8,1,0,1,0,161794,9205
2024,(주)카페폴인,어벤더치커피,"5,500","3,300","5,000","75,350","89,150
(1.00)","1,980",33,"19,800",43,2,12,0,3,161748,13237
2024,(주)비티브랜즈코리아,기기커피,"5,500","5,500","2,000","61,000","74,000
(1.00)","2,900",33,"29,000",9,4,0,0,0,161490,7419
2024,(주)로로,카페아이엔지(CAFE ING),"11,000","1,100","3,000","55,000","70,100
(1.00)","1,650",33,"16,500",1,0,0,1,0,160912,9482
2024,(주)피앤파트너스,커피코트,"5,500","5,500","2,000","80,160","93,160
(1.00)","2,904",33,"29,040",8,0,3,0,1,159189,11598
2024,(주)비케이컴퍼니,아마스빈,"5,500","3,300","3,000","54,800","66,600
(1.00)","2,200",33,"22,000",140,3,0,27,8,158792,11280
2024,(유)에브라임이노베이션,카페게이트,"5,500","5,500","2,000","47,032","60,032
(1.00)","1,586",26,"12,690",135,22,7,10,8,158655,12549
2024,(주)스테디웨이브,카페 우드진,"5,500","2,200","1,000","48,540","57,240
(1.00)","1,870",43,"24,310",11,5,0,0,4,158251,10738
2024,(주)와이티아이컴퍼니,레드애플,"11,000","5,500","2,000","78,100","96,600
(1.00)","1,980",50,"29,700",9,6,4,0,0,157910,8623
2024,(주)커피니,커피니(COFFEENIE),"5,500","3,300","3,000","40,500","52,300
(.00)",233,99,"7,000",53,2,0,18,6,157772,13897
2024,(주)소디스파치오네,소디스,"5,500","5,500","3,000","69,100","83,100
(1.00)","2,400",33,"24,000",15,6,0,3,1,156279,3755
2024,(주)라바게트,라바게트,"3,300","2,200","1,000","42,900","49,400
(.00)","1,980",33,"19,800",9,7,0,0,2,155794,10486
2024,(주)드림위드에프씨,NiceCaffeinClub(NCC),"5,500","4,400","2,000","60,850","72,750
(1.00)","2,420",33,"24,200",15,14,0,0,1,155520,13824
2024,커피플랜침산점,PLAN(플랜),"7,150","4,400","1,000","53,614","66,164
(1.00)","1,980",33,"19,800",15,1,4,2,3,155270,12703
2024,(주)텔러스테크,그림카페,"7,700","1,100",0,"165,000","173,800
(2.00)","3,300",99,"99,000",4,0,0,0,0,154715,2506
2024,(주)판앤코,에이그레이트카페,"7,700","3,300","10,000","110,000","131,000
(1.00)","4,400",33,"44,000",10,1,0,5,1,154157,19197
2024,(주)감성인터내셔널,코페아커피(COFFEA COFFEE),"8,800","2,200","6,000","130,000","147,000
(1.00)","2,500",66,"50,000",6,0,0,3,0,153603,4388
2024,(주)피앤파트너스,커피나무,"5,500","5,500","3,000","88,000","102,000
(1.00)","2,200",66,"44,000",16,0,4,5,1,153592,4447
2024,히얼이즈커피,히얼이즈커피,"5,500","2,200","5,000","72,500","85,200
(1.00)","2,850",33,"28,500",6,6,0,0,0,150614,8797
2024,(주)어오케이컴퍼니,어오케이커피(A.OK COFFEE),"5,500","5,500","3,000","67,265","81,265
(1.00)","2,420",40,"29,040",15,6,1,0,0,149509,12113
2024,데일리에스프레소,데일리에스프레소(Daily espresso),"5,500","3,300",0,"144,111","152,911
(1.00)","1,760",165,"88,000",5,0,0,0,1,147867,0
2024,(주)블랙와인커피,블랙와인커피,"5,500","11,000","3,000","101,010","120,510
(1.00)","1,980",99,"59,400",2,1,0,1,0,147376,7337
2024,(주)하나패밀리,주니아,"11,000","3,300",0,"68,200","82,500
(1.00)","2,750",33,"27,500",20,5,0,2,1,145976,12059
2024,(주)마린컴퍼니,마린커피,"2,200","2,200","2,000","67,050","73,450
(1.00)","3,300",33,"33,000",12,1,0,3,0,144971,13514
2024,㈜커피101스트릿,커피101스트릿(COFFEE 101 STREET),"5,500","3,300","3,000","95,700","107,500
(1.00)","2,200",66,"44,000",15,1,5,0,0,144377,4642
2024,모든(MODEN),모든 코피,"5,500","3,300","1,000","64,900","74,700
(1.00)","2,420",33,"24,200",1,1,0,0,0,144000,9600
2024,정글비,정글비,"11,000","5,500","3,000","81,400","100,900
(1.00)","2,090",66,"41,800",23,6,3,0,0,143913,3963
2024,조이풀컴퍼니(주),발도스커피(valdos coffee),"5,500","3,300","3,000","58,300","70,100
(1.00)","1,760",50,"26,400",83,23,0,9,9,143105,8389
2024,(주)희천,THE LITER (더리터,"5,500","3,300",0,"65,660","74,460
(1.00)","2,090",33,"20,900",433,59,0,34,54,142429,9426
2024,㈜고더컴퍼니,고더커피,"5,500","3,300","2,000","58,465","69,265
(1.00)","2,200",33,"22,000",26,18,0,1,0,140927,11623
2024,(주)워너더블유,커피스토어,"5,500","3,300","2,000","63,250","74,050
(1.00)","2,200",33,"22,000",27,11,1,3,0,140702,12562
2024,(주)마스터코리아,모캄보,"8,800","3,300","3,000","136,400","151,500
(1.00)","2,090",99,"62,700",16,0,1,0,0,139688,2716
2024,(주)쮸커커피,EVZZUCKER COFFEE,"3,300","2,750",0,"84,150","90,200
(1.00)","2,567",50,"38,500",7,3,0,0,0,139582,10301
2024,(주)맥스원이링크,바나타이거,"5,500","3,300","3,000","71,550","83,350
(1.00)","1,980",33,"19,800",24,19,0,0,0,139549,8909
2024,미콩커피본사,미콩커피,"3,300","3,300",0,"43,450","50,050
(.00)","1,650",33,"16,500",8,3,2,0,2,139464,5336
2024,데니스,데니스,"3,300",550,"3,000","36,000","42,850
(.00)","1,650",33,"16,500",35,3,0,0,0,139417,7534
2024,동네컴퍼니,동네커피,"5,500","3,300","1,000","70,952","80,752
(1.00)","2,750",33,"27,500",65,19,2,0,13,139236,7504
2024,(주)그라츠커피랩,그라츠커피랩(GRAZ COFFEE LAB),"5,500","4,400","1,000","95,615","106,515
(1.00)","3,520",50,"52,800",20,9,0,3,1,138939,10189
2024,(주)하영에프앤비,진심커피,"3,000","2,000","2,000","50,950","57,950
(1.00)","1,750",26,"14,000",11,0,1,4,0,138902,8986
2024,(주)만랩,만랩커피,"5,500","4,400","1,000","77,605","88,505
(1.00)","2,200",33,"22,000",107,11,0,29,5,137937,7145
2024,(주)채움에프앤비,채우다,0,0,0,"54,890","54,890
(1.00)","2,750",33,"27,500",5,1,5,0,2,135791,10387
2024,손커피연구소,손커피연구소,"5,500","3,300","2,000","69,850","80,650
(1.00)","1,980",66,"39,600",9,2,0,4,0,135278,3779
2024,(주)토트,브루잉토트,"5,500","3,300","3,000","99,100","110,900
(1.00)","3,190",33,"31,900",2,2,0,0,0,134772,8916
2024,(주)엠프티랩,크레이저커피(C.Razer Coffee),"7,920","3,300","2,000","54,230","67,450
(1.00)",10,"7,986","24,200",33,8,3,1,0,134576,4187
2024,커피퍽바이미스터케이,COFFEE PUCK,"2,200","6,600",0,"78,515","87,315
(1.00)","3,600",33,"36,000",13,6,0,0,1,134248,11448
2024,워너커피,워너커피(WANNA COFFEE),"6,600","3,300","2,000","43,750","55,650
(1.00)","1,650",33,"16,500",5,0,0,2,0,134042,16679
2024,카페(Cafe)길우낭월점,카페 길우,"5,500","3,300","5,000","40,500","54,300
(1.00)","1,538",43,"20,000",2,0,0,0,1,133653,5708
2024,(주)이랜드이츠,더카페,"5,500","1,100","5,000","62,490","74,090
(1.00)","2,050",33,"20,500",155,10,0,22,8,133646,9060
2024,베이크노트,리띵커피,"2,200","4,400","3,000","39,875","49,475
(.00)",0,50,0,2,2,0,0,0,133566,5807
2024,엘아르카,엘아르카,"11,000","3,850","3,000","92,950","110,800
(1.00)","2,200",66,"44,000",11,0,0,0,1,133461,7754
2024,(주)비브라더스,감성커피,"3,300","2,200","2,000","34,900","42,400
(.00)","1,438",26,"11,500",311,67,0,55,0,133350,9725
2024,백금당,백금당,"11,000","11,000","1,000","71,280","94,280
(1.00)","1,870",82,"46,750",30,3,5,0,4,133199,4670
2024,(주)해이컴퍼니,HayCOFFEE,"2,200","1,650","2,000","67,100","72,950
(1.00)","1,320",66,"26,400",4,1,0,1,0,132748,5455
2024,(주)퍼스트에이엔티,바빈스,"14,300","3,300","3,300","69,300","90,200
(1.00)","3,438",26,"27,500",54,5,1,6,2,132523,7015
2024,(주)애채,라스베이글,"11,000","5,500","5,000","69,850","91,350
(1.00)","2,090",50,"31,350",7,1,1,2,1,132420,10664
2024,(주)진심코리아,더치앤빈,"5,000","2,000","2,000","52,350","61,350
(1.00)","2,000",26,"16,000",87,7,0,24,4,131175,6023
2024,더원커피(THEWONCOFFEE)수영점,더원커피,"5,500","3,300","1,000","66,000","75,800
(1.00)","2,750",33,"27,500",3,3,0,0,0,130191,5139
2024,에스티컴퍼니(ST.company),몰타,"7,700","3,300","3,000","31,100","45,100
(.00)","1,000",50,"15,000",10,0,0,5,1,129980,9628
2024,고품격커피공장,고품격커피공장,"5,500","3,300","1,000","56,100","65,900
(1.00)","3,163",26,"25,300",32,4,0,7,5,129284,10639
2024,(주)빈스앤로스터리코리아,빈스빈스,"5,000",0,"5,000","60,000","70,000
(1.00)","3,000",33,"30,000",12,0,1,4,0,128741,3018
2024,(주)엘리얼티개발,OPPA COFFEE(오피피에이 커피),"5,500","5,500","2,000","49,800","62,800
(1.00)","1,900",33,"19,000",11,0,0,0,1,126675,9286
2024,(주)돌우물,와드커피(WAD COFFEE),"5,500","2,200","5,000","68,350","81,050
(1.00)","2,160",33,"21,600",34,26,0,0,0,125550,11017
2024,(주)레호보트,카페 꽃이피다,"5,500","3,300","1,000","63,600","73,400
(1.00)","2,200",50,"33,000",12,1,0,2,0,125258,4459
2024,오드리인터내셔널,뜰커피,"5,500","1,100","2,000","90,200","98,800
(1.00)","2,750",50,"41,250",25,0,0,2,3,123021,5198
2024,(주)한국바리스타자격검정협회,퍼스트커피,"15,400","5,500",0,"82,280","103,180
(1.00)","2,090",40,"25,080",40,22,0,6,0,122927,4322
2024,성별에프터유,성별 에이유,"5,500","3,300","2,000","72,050","82,850
(1.00)","2,090",66,"41,800",7,0,0,0,0,122923,4135
2024,(주)희라이프파트너스,크로플로,"5,500","5,500","1,000","46,400","58,400
(1.00)","2,200",33,"22,000",8,3,1,9,3,122848,11168
2024,(주)한빈에프앤비,COFFLIX(커플릭스),"3,300","2,200","5,000","69,477","79,977
(1.00)","2,200",50,"33,000",10,10,0,0,0,122281,5528
2024,(주)에스씨에스에프앤비,오슬로우(OHSLOW),"5,500","3,300","3,000","71,500","83,300
(1.00)","2,420",33,"24,200",31,8,0,6,3,121934,8286
2024,카페유어프레즌트,카페 유어 프레즌트,"8,800","6,600","5,000","56,074","76,474
(1.00)","2,200",50,"33,000",6,1,1,0,0,121138,4600
2024,(주)로반스윗,로반스윗,"3,300","2,200","3,000","65,450","73,950
(1.00)","2,750",33,"27,500",6,0,0,0,0,120333,11458
2024,(주)이랜드이츠,루고,"9,350","1,650","5,000","110,450","126,450
(1.00)","2,300",66,"46,000",9,0,0,1,0,120099,5116
2024,펀구공카페(fungoogongcafe),펀구공카페,"3,300","2,200","2,000","47,770","55,270
(1.00)","2,090",33,"20,900",16,0,1,0,0,120060,8687
2024,㈜향원,카페마틸다,0,0,"1,000","43,450","44,450
(.00)","1,650",16,"8,250",5,0,0,0,0,118181,7878
2024,라온컴퍼니,1L 커피특별시,"3,300","2,200",0,"50,600","56,100
(1.00)","1,760",33,"17,600",7,2,0,0,1,118092,7725
2024,(주)쿠오레,쿠오레(Cuore),"5,500","2,200","10,000","121,700","139,400
(1.00)","3,300",66,"66,000",4,1,0,0,0,117930,2976
2024,(주)아이에스,카페CCD,"4,400","4,400","3,000","63,800","75,600
(1.00)","2,200",40,"26,400",22,6,3,3,0,116630,6348
2024,베러먼데이코리아(주),베러먼데이,"5,500","3,300","3,000","70,950","82,750
(1.00)","2,640",33,"26,400",125,21,0,11,18,116211,8579
2024,(주)브이앤케이코퍼레이션,브이카페,"11,000","2,200","5,000","62,100","80,300
(1.00)","2,300",33,"23,000",1,0,1,0,0,115891,13659
2024,(주)느낌1998,타래커피1998,"5,500","3,300","3,000","77,000","88,800
(1.00)","2,090",66,"41,800",4,3,0,0,0,115501,12848
2024,더라운드픽업커피,픽업커피,"3,300","2,200","10,000","49,115","64,615
(1.00)","2,200",33,"22,000",4,1,0,0,0,114202,6246
2024,옐로우팜,옐로우팜(YELLOW FARM),"11,000","5,500","3,000","141,350","160,850
(2.00)","2,750",99,"82,500",3,0,0,2,1,113668,4168
2024,어보브(ABOVE),어보브(ABOVE),"3,850","7,150",0,"49,500","60,500
(1.00)",733,99,"22,000",3,0,0,0,2,113575,3834
2024,(주)커핀그루나루,커핀그루나루,"11,000","1,100","10,000","225,000","247,100
(2.00)","2,300",132,"92,000",3,0,1,5,0,112836,2903
2024,카페율하온,카페율하온,"5,500","3,300",0,"26,400","35,200
(.00)",0,0,0,9,2,0,0,0,112621,10876
2024,(주)위드비컴퍼니,딜리커피(DILI COFFEE),"5,500","5,500","5,000","62,370","78,370
(1.00)","1,870",33,"18,700",11,6,0,1,0,112585,7093
2024,그래컴퍼니,올리터,"5,500","3,300",0,"24,585","33,385
(.00)","1,650",33,"16,500",12,4,3,0,2,112265,7941
2024,에프씨푸드,플루800,"5,500","2,750","5,000","68,563","81,813
(1.00)","1,980",50,"29,700",23,0,0,3,3,111845,5041
2024,슈퍼브커피랩,슈퍼브커피로스터스,"5,500","3,300","1,000","69,300","79,100
(1.00)","1,980",50,"29,700",2,1,0,0,0,110009,7334
2024,(주)케이스트릿,스트릿 1988,"5,500","2,750",0,"65,178","73,428
(1.00)","1,833",50,"27,500",30,30,0,1,3,109834,8059
2024,(주)카페베네,바리스텔라,"3,300","2,200","3,000","83,600","92,100
(1.00)","1,980",33,"19,800",9,7,0,0,0,109813,38
2024,날쌘카페(주),날쌘카페,"5,500","3,300","3,000","59,450","71,250
(1.00)","2,200",50,"33,000",41,3,14,0,14,109674,9013
2024,더라스트컴퍼니(주),메이커커피(MAKER COFFEE),"5,500","3,300","5,000","66,330","80,130
(1.00)","3,080",33,"30,800",5,4,0,0,0,108866,9670
2024,(주)리라인,카페보스(CAFE BOSS),"5,500","2,200",0,"77,000","84,700
(1.00)","1,870",33,"18,700",42,23,2,16,4,108203,6741
2024,(주)도노텀블,도노텀블,"5,500","2,200","5,000","53,570","66,270
(1.00)","1,980",33,"19,800",5,0,1,2,0,108200,4834
2024,(주)에스이엠,마시그래이,"5,500","2,200",0,"55,000","62,700
(1.00)","2,750",33,"27,500",61,4,0,16,4,107937,9047
2024,(주)테이큰커피,테이큰커피,"7,700","5,500",0,"53,350","66,550
(1.00)","2,200",33,"22,000",6,4,0,0,0,107624,12602
2024,(주)베모스,카페띠아모,"5,500","3,300","10,000","61,050","79,850
(1.00)","2,200",33,"22,000",63,2,8,0,3,107063,6872
2024,(주)디오스글로벌,운커피(雲커피),"5,500","3,300","2,000","72,160","82,960
(1.00)","2,530",33,"25,300",6,2,1,0,1,107033,7801
2024,(주)비아이랩,원유로스페셜티커피,"5,500","3,300","3,000","69,850","81,650
(1.00)","3,483",30,"31,350",82,31,0,38,1,105820,7212
2024,내조국국밥(주),조선다방,"1,100",0,"2,000","45,304","48,404
(.00)","1,870",33,"18,700",22,1,5,1,0,105514,8057
2024,(주)커피나인컴퍼니,커피나인,"11,000","5,500","2,000","47,080","65,580
(1.00)","1,980",33,"19,800",41,27,0,0,0,104557,6993
2024,에스에이치컴퍼니,킹사이즈커피,"3,300","2,200","3,000","61,600","70,100
(1.00)","2,090",33,"20,900",5,4,0,1,1,103431,9893
2024,(주)정철,와커피 (WA’ COFFEE),"5,500","5,500",0,"63,800","74,800
(1.00)","2,200",33,"22,000",10,3,0,2,0,102277,7697
2024,(주)카페코지,카페코지,"5,500","3,300","3,000","39,600","51,400
(.00)","2,750",33,"27,500",29,2,0,3,0,100229,3966
2024,(주)에이치제이에이치코리아,오프커피,"5,500","3,300","2,000","57,200","68,000
(1.00)","2,420",33,"24,200",1,1,0,0,0,99386,7645
2024,(주)헬리빈,헬리빈커피(HELIBEAN COFFEE),"5,500","3,300","3,000","50,050","61,850
(1.00)","1,650",50,"24,750",12,3,0,0,0,98634,7451
2024,헤일리스커피,헤일리스커피,"5,500","5,500","5,000","64,200","80,200
(1.00)","1,980",33,"19,800",4,2,0,3,0,98268,9820
2024,블루웨이브커피,블루 웨이브 커피,"5,500","3,300","2,000","50,600","61,400
(1.00)","2,750",33,"27,500",4,3,0,0,0,98239,3877
2024,에스프레소코리아(주),보니또커피,"11,000","5,500","5,000","58,861","80,361
(1.00)","1,815",26,"14,520",4,3,0,1,0,98012,10235
2024,(주)서이컴퍼니,아틀리에빈,"5,500","2,200","5,000","67,100","79,800
(1.00)","2,200",50,"33,000",18,0,5,0,3,97977,2054
2024,(주)엔피엔에프,타이거프레소,"3,300","2,200","2,000","67,300","74,800
(1.00)","2,200",33,"22,000",1,1,0,0,0,97960,4902
2024,(주)로로,블루포트(BLUEPOT),"11,000","1,100","3,000","55,000","70,100
(1.00)","1,650",33,"16,500",3,1,0,0,0,97441,24484
2024,(주)카페그란데,카페그란데,"2,200","2,200","3,000","56,650","64,050
(1.00)","1,980",33,"19,800",9,6,0,0,0,97358,7606
2024,배달의카페,배달의카페,"3,300","5,500",0,"28,600","37,400
(.00)",0,0,0,9,3,0,0,2,96284,6230
2024,(주)리빈코리아,카페리빈,"4,400","3,300","5,000","66,550","79,250
(1.00)","1,980",66,"39,600",12,0,0,1,0,94739,4300
2024,카페마타마타,카페마타마타,"11,000","1,650","5,000","47,850","65,500
(1.00)","2,200",33,"22,000",5,5,0,0,0,94508,7982
2024,(주)블루빈스커피,블루빈스,"3,300","3,300","2,000","55,050","63,650
(1.00)","1,581",26,"12,650",16,3,1,2,1,94386,1702
2024,(주)짹슨이네회사,짹슨커피,"2,200","3,300","1,000","49,296","55,796
(1.00)","2,000",33,"20,000",7,7,0,0,0,93081,8485
2024,맥스랩(LAB),일리터맥스,"3,300","3,300",0,"55,900","62,500
(1.00)","2,400",33,"24,000",14,8,0,0,0,93002,7154
2024,(주)와이엠상사,영다방,"2,200","3,300","30,000","41,720","77,220
(1.00)","2,090",26,"16,720",3,0,0,1,0,92500,12210
2024,대현패밀리(주),퀸즈브라운,"7,700","3,300","5,000","48,700","64,700
(1.00)",0,0,0,2,0,0,0,0,92358,3534
2024,(주)향기내는사람들,히즈빈스(HISBEANS),"24,200","6,160","10,000","126,970","167,330
(2.00)","6,270",16,"31,350",16,2,0,0,0,91786,5394
2024,(주)명진푸드,CAFE CANBUS(카페캔버스),"5,500","3,300","2,000","58,630","69,430
(1.00)","1,958",40,"23,500",36,6,2,0,3,91045,8469
2024,(주)커피홀,커피홀(coffee hole),"8,800","5,500","5,000","63,080","82,380
(1.00)","2,090",33,"20,900",24,8,1,1,1,90703,3112
2024,(주)커피온리,커피온리,"5,500","5,500","2,000","71,885","84,885
(1.00)","2,544",26,"20,350",35,1,15,0,0,90165,11644
2024,커피거리,휘드카페,"5,500","5,500","2,000","63,030","76,030
(1.00)","2,200",33,"22,000",8,1,0,0,1,89990,6176
2024,(주)벨류웍스,반달커피,"5,500","22,000","2,000","34,050","63,550
(1.00)","2,200",16,"11,000",58,4,0,14,9,88705,7220
2024,(주)아프리카커피가게앤학원,아프리카커피초콜릿,"5,500","3,300","5,000","65,200","79,000
(1.00)","3,333",30,"30,000",7,0,0,2,0,88044,2282
2024,씨에스푸드,커피왕,"5,500","3,300","3,000","57,500","69,300
(1.00)","2,500",33,"25,000",23,1,0,6,2,87262,9201
2024,(주)에스에이치리테일,슈퍼사이즈커피,"5,500","3,300","2,000","35,610","46,410
(.00)","1,980",20,"11,880",2,0,0,3,0,86193,6983
2024,위너스커피,위너스커피,"5,500","3,300","2,000","64,900","75,700
(1.00)","2,530",33,"25,300",10,2,0,0,2,85776,5295
2024,(주)떼루와,떼루와,"5,500","3,300","2,000","59,750","70,550
(1.00)","2,200",33,"22,000",16,0,0,1,1,83108,8358
2024,더드림,더드림커피,"5,500","5,500","3,000","57,750","71,750
(1.00)","2,750",33,"27,500",13,4,0,1,7,80406,6700
2024,(주)도남에프앤에프,커피펍스,"8,800","2,200","1,000","65,000","77,000
(1.00)","4,000",33,"40,000",1,0,0,1,0,80303,1912
2024,(주)현진홀딩스,요거프레소,"5,500","5,500",0,"63,900","74,900
(1.00)","2,200",33,"22,000",348,3,108,0,30,79332,4634
2024,알리바바파트너스(주),알리바바(ALIBABA),"7,700","3,300","3,000","44,600","58,600
(1.00)","1,320",66,"26,400",27,1,2,10,2,78697,8662
2024,(주)커피베이,커피베이,"5,500","3,300","5,000","85,470","99,270
(1.00)","2,347",50,"35,200",377,24,94,24,14,78687,3761
2024,(주)에스앤큐플러스,토프레소,"3,300","3,300","2,000","58,760","67,360
(1.00)","2,475",26,"19,800",129,1,0,31,12,78223,3629
2024,(주)엘에이치지,롤스커피,"11,000","3,300","5,000","90,600","109,900
(1.00)","2,200",26,"17,600",6,3,1,0,1,78160,4863
2024,칸토(KANTO),칸토(KANTO),"5,500","2,200","2,000","80,000","89,700
(1.00)","2,200",66,"44,000",5,5,0,0,0,78011,3120
2024,바소(VASO),바소,"3,300","5,500","2,000","60,500","71,300
(1.00)","1,650",33,"16,500",2,0,0,0,0,77861,6229
2024,일층커피_1F,일층커피(ONE FLOOR COFFEE),"5,500","5,500",0,"72,250","83,250
(1.00)","1,800",73,"39,600",3,1,1,0,0,77553,23500
2024,(주)커피에반하다,커피에반하다,0,0,0,"51,845","51,845
(.00)","1,980",23,"13,860",349,13,0,116,32,77006,5456
2024,㈜네오플레너스,제이엠티(JMT),"5,500","3,300","2,000","83,600","94,400
(1.00)","2,200",66,"44,000",9,3,0,1,0,76442,6249
2024,㈜다온에프앤비(다온F&B),커피다스1리터,"3,300","2,200",0,"47,000","52,500
(1.00)","3,300",33,"33,000",15,1,1,14,1,76070,16696
